Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
1d47695a-cc70-99f4-a7a2-92903f82a2fb,1968-05-27,,999-23-5464,S99968609,X47920831X,Mrs.,Lila466,Britt177,Beahan375,,Kovacek682,M,white,nonhispanic,F,Rancho Cordova  California  US,307 Nienow Camp,Santa Clarita,California,Los Angeles County,6037,91321,34.41691484557701,-118.52615380573765,313588.48,796884.26,26911
69453940-1a66-b9e3-8bd4-acdad68e8d12,1964-08-30,,999-80-8985,S99921832,X47972954X,Ms.,Kaitlin600,Ora550,Sporer811,,,S,white,nonhispanic,F,Merced  California  US,301 Frami Viaduct Unit 39,Cameron Park,California,El Dorado County,6017,95682,38.5899944097951,-120.96327635291149,962907.53,262620.75,90501
eb60a856-dbf5-363d-357a-272204cf8e94,1951-12-06,,999-29-2280,S99918786,X54661014X,Mr.,Joey457,,Feil794,,,M,asian,nonhispanic,M,Los Angeles  California  US,192 Veum Mill,Citrus Heights,California,Sacramento County,6067,95841,38.66512274689328,-121.2461156082281,331271.19,222344.61,49965
53d02ffd-88f5-842a-36ce-8169fe9dac20,1981-03-21,,999-39-5109,S99950270,X78813371X,Mr.,Keven605,Eddie505,Daugherty69,,,M,white,nonhispanic,M,Santa Monica  California  US,735 Franecki Center,San Jose,California,Santa Clara County,6085,95129,37.24522409818884,-121.70821345411062,70020.39,82101.21,28439
5eb0a314-02a7-380e-66e9-944a86caa6c0,2011-12-30,,999-88-7551,,,,Colby655,Micheal721,Skiles927,,,,white,hispanic,M,Woodside  California  US,584 Maggio Heights,Chula Vista,California,San Diego County,6073,92154,32.60844434865174,-117.09408549502605,15117.48,675088.56,96498
a41c81f8-4702-5247-7eef-b4bb8aa48c25,1981-10-31,,999-91-4673,S99960291,X34865042X,Mrs.,Ranae267,Marlyn309,Williamson769,,Bechtelar572,D,white,nonhispanic,F,Bonny Doon  California  US,409 Trantow Wall Apt 62,Elk Grove,California,Sacramento County,6067,95830,38.486993271886476,-121.30018557204251,422552.42,182582.71,53520
1bddb22e-b0ce-bf06-7e3f-8969c3e27e84,2017-12-31,,999-82-9093,,,,Tonette11,Kerstin790,Fisher429,,,,white,hispanic,F,Glendale  California  US,483 Rogahn Wall,Los Angeles,California,Los Angeles County,6037,91343,34.29715447485727,-118.52358310013506,23369.19,2301.28,57745
95a6ab63-13c3-a13d-199a-b84ba8e45360,1945-03-22,,999-99-7476,S99920976,X59892764X,Mrs.,Nilsa143,Louisa875,Kozey370,,Bernier607,M,white,nonhispanic,F,San Diego  California  US,149 Stamm Stravenue Apt 28,Turlock,California,Stanislaus County,6099,95382,37.485252885750675,-120.86436561236177,268638.08,2294983.46,195944
e6809bc7-b188-e5e6-4f90-e4cb99e34d50,2022-03-18,,999-40-6921,,,,Harris789,Brian582,Hilll811,,,,white,nonhispanic,M,Braga  Minho  PT,948 Ankunding Estate Apt 20,West Covina,California,Los Angeles County,6037,91746,34.027083329921,-117.90287355885243,13812.45,0.00,76121
084763e2-6410-b0c5-d531-b67f8c9f0f57,1975-07-02,2020-07-22,999-50-3303,S99949923,X52859662X,Mr.,Harland508,Loyd638,Schulist381,,,M,white,nonhispanic,M,San Diego  California  US,300 Yundt Club Suite 0,Santa Rosa,California,Sonoma County,6097,95405,38.45460609252525,-122.66649785450585,382255.79,280243.18,74130
fecc8407-0c32-b012-21d8-53f344a14080,1994-06-06,,999-52-1333,S99976245,X7242053X,Mr.,Shelton25,Judson999,Connelly992,,,M,white,nonhispanic,M,Thousand Oaks  California  US,481 Pfannerstill Run,Garden Grove,California,Orange County,6059,92845,33.794984908671665,-117.8430841548254,103773.90,16289.96,74279
7a8338eb-753d-9e67-a30b-f1862e4510b2,1926-12-19,,999-27-6888,S99993728,X2048390X,Mrs.,Kina737,,Miller503,,Kohler843,D,white,hispanic,F,San Leandro  California  US,927 Mitchell Flat Unit 86,San Jose,California,Santa Clara County,6085,95126,37.27524514278094,-121.70323285196295,420844.05,1331935.00,122421
95eb2433-91a4-cdd8-2647-76ce544481ce,1957-07-23,,999-68-7142,S99950647,X25604863X,Ms.,Pansy803,Louann705,Harris789,,,S,white,nonhispanic,F,Danville  California  US,834 Kovacek Fork,Tulare,California,Tulare County,6107,93274,36.151022158552856,-119.34282146159651,383856.19,1251839.75,25731
0ed61983-f7cf-5496-128b-fba21bd47a0c,1941-09-05,1991-12-08,999-46-2688,S99918778,X24403806X,Mrs.,Nickie321,Su690,Beer512,,Connelly992,M,asian,hispanic,F,South El Monte  California  US,889 Jacobi Loaf,Sacramento,California,Sacramento County,6067,95834,38.62531480723714,-121.44299215680392,502728.88,276739.02,64943
84036ebc-236f-5fc9-6d27-0d228dc092ce,1998-09-20,,999-17-5422,S99965427,X48225308X,Mr.,Elroy493,Nathan164,Balistreri607,,,,asian,nonhispanic,M,Long Beach  California  US,707 Schneider Union,San Francisco,California,San Francisco County,6075,94158,37.76071254049041,-122.41253198024702,148293.68,29814.32,111612
56e64f94-c6d0-7bae-11bd-dc3eb0df9853,1975-07-02,,999-75-9649,S99932007,X52300869X,Mr.,Monte325,Shelton25,O'Keefe54,,,M,white,nonhispanic,M,Turlock  California  US,1054 Cruickshank Approach Suite 58,Santa Rosa,California,Sonoma County,6097,95401,38.47722761318064,-122.61735326921983,209539.20,240102.48,74130
15f50087-577e-c424-f404-cc74128612ae,1978-04-26,,999-45-7603,S99929258,X5664910X,Mrs.,Gay359,,Funk324,,Greenfelder433,M,white,nonhispanic,F,Buena Park  California  US,287 Cormier Overpass Apt 73,Stockton,California,San Joaquin County,6077,95204,37.954172537729995,-121.30995921884386,20641.82,1450237.85,8192
1eb1ecd3-3019-175b-6ef6-3dfb2193aec1,1975-04-26,,999-84-6076,S99934027,X16739902X,Mr.,Neal874,Shelby741,Murphy561,,,D,black,nonhispanic,M,Palmdale  California  US,1025 Effertz Walk Suite 65,Beaumont,California,Riverside County,6065,92320,33.82651197035237,-116.9163253812891,135483.23,38719.46,120644
ca02bfdb-21e6-2a06-47ca-1789e8ff4072,2001-12-07,,999-22-1331,S99984790,X85921928X,Mr.,Alberto639,Jorge203,Rubio813,,,,white,hispanic,M,Gaudalajara  Jalisco  MX,104 Kreiger Lodge Apt 31,Fairfield,California,Solano County,6095,94535,38.23687882616235,-121.88189934792743,54131.80,44583.32,92463
9938c0ae-e659-37fd-0aef-98e5c5067674,1984-12-04,,999-85-9615,S99915311,X18476456X,Mr.,Kristopher775,Mathew182,Graham902,JD,,S,white,nonhispanic,M,Mesa Verde  California  US,731 Bashirian Grove Unit 40,Los Angeles,California,Los Angeles County,6037,91304,34.054861158745574,-118.28466007453883,40521.54,51771.24,41631
3baa8784-664c-6cb7-c556-905492fc611e,2006-10-26,,999-97-5809,S99980534,,Ms.,Gloria696,Catalina187,Arreola736,,,,asian,hispanic,F,Salisbury  Saint Joseph Parish  DM,289 Legros Frontage road Suite 33,Milpitas,California,Santa Clara County,6085,95035,37.43858039220312,-121.92232482921429,19092.34,266620.19,27125
7e6eea13-5fb4-6814-1946-9b83397be210,1957-03-25,2011-07-15,999-91-1636,S99991655,X6693631X,Mrs.,Mindi87,Monique148,Mills423,,Reichert620,M,other,nonhispanic,F,Weed  California  US,774 Johnson Crossroad Suite 90,Stockton,California,San Joaquin County,6077,95210,37.89932361225002,-121.31220015697893,10221.15,365346.62,11076
0314321a-3f06-20c4-7220-7603ab44f634,1955-09-15,2013-02-07,999-34-9538,S99967159,X63217071X,Mr.,Douglass930,Pete38,Goyette777,,,M,asian,nonhispanic,M,Sacramento  California  US,115 Hickle Ville Apt 86,Santa Ana,California,Orange County,6059,92704,33.748191655339575,-117.78901534152426,50782.07,871594.42,12788
2fb86e02-e7ec-6173-c083-1a2f9c75ff55,1990-11-18,,999-56-4567,S99998289,X57976891X,Mr.,Werner409,Clarence5,Roob72,,,M,white,nonhispanic,M,Alpine  California  US,195 Kirlin Haven Apt 17,Los Angeles,California,Los Angeles County,6037,90014,34.14231682175985,-118.36167752842826,86530.84,136635.08,34473
6c909c7a-3583-40f6-b4ac-b8484ee8ab87,2015-11-25,,999-19-3371,,,,Maurice742,Filiberto722,Bashirian201,,,,white,hispanic,M,West Sacramento  California  US,945 Shields Avenue,San Bernardino,California,San Bernardino County,6071,92401,34.07820816042192,-117.32029216494023,53657.48,0.00,82461
c632d0b2-e011-005e-3aeb-58f33f0a66ad,1990-05-28,,999-28-6140,S99938778,X24769497X,Mr.,Jarrett354,Nathan164,Spinka232,,,M,black,nonhispanic,M,Richmond  California  US,740 Ebert Brook Apt 95,Florin,California,Sacramento County,,00000,38.458609649581675,-121.37872134518453,103003.71,0.00,64219
748a67d2-9336-433e-ceae-431159d96937,1989-03-07,,999-33-6053,S99978706,X9172669X,Mrs.,Opal236,Birgit199,Sipes176,,Runolfsdottir785,M,white,hispanic,F,Santa Monica  California  US,517 Morissette Village Suite 20,Rowland Heights,California,Los Angeles County,6037,91748,33.990648573765334,-117.90647300625139,150171.36,836935.74,120482
141d0930-49fa-16ff-0a21-24910f70a8ad,2001-12-17,,999-82-3189,S99985892,X22586038X,Ms.,Antonia30,Sofia418,Escalante498,,,,white,hispanic,F,Port-au-Prince  Haiti  HT,534 Weissnat View Unit 97,Los Angeles,California,Los Angeles County,6037,90029,33.7835901937268,-118.28897775452751,228451.03,237809.27,44693
dc819935-6f93-3a30-b12f-b6ade131f2bf,1975-10-13,,999-47-5823,S99930254,X43016981X,Mrs.,Raymond398,Angila948,Brown30,,Simonis280,W,asian,nonhispanic,F,Agoura Hills  California  US,115 Little Camp Apt 72,Sacramento,California,Sacramento County,6067,95841,38.66032573358789,-121.51192416851315,683836.88,358185.24,66278
1ed2552e-7757-378b-78c5-9bf6313bdbb0,1998-11-02,,999-10-2700,S99925030,X35443131X,Ms.,Adrian111,,Kuphal363,,,,white,hispanic,F,Modesto  California  US,634 Nienow Row Suite 7,Los Angeles,California,Los Angeles County,6037,90006,34.058330013530906,-118.22119662609308,196100.34,1464763.58,631382
0b09935d-e967-d05e-435c-abbe52364ab9,1983-06-29,,999-75-8036,S99984685,X60580942X,Mrs.,Cindie288,,Barrows492,,Cruickshank494,M,white,nonhispanic,F,Newark  California  US,548 Ortiz Skyway,Los Angeles,California,Los Angeles County,6037,90017,33.85800999650678,-118.31699092151425,288036.33,1330352.00,306503
899bfac0-9aa8-b508-c786-2bb9abc574d0,1981-07-26,,999-93-2884,S99936746,X41331058X,Mrs.,Beatris270,,Paucek755,,Olson653,M,asian,hispanic,F,Paradise  California  US,1069 Kub Frontage road,San Francisco,California,San Francisco County,6075,94118,37.84156481492106,-122.50032120055839,172389.56,1024974.36,185429
bc9321ee-8c94-b54e-c0d1-5d59f6b1ee1f,1986-11-26,1988-01-24,999-87-2900,,,,Krystle484,,Brakus656,,,,white,nonhispanic,F,Murrieta  California  US,559 Casper Trace Apt 56,San Diego,California,San Diego County,6073,92115,32.80883246374725,-117.25917224968214,10804.12,19438.74,565956
3dc65f73-46ea-adf8-6acc-b395b3bce118,1957-03-25,,999-26-5431,S99934269,X46469417X,Ms.,Naomi520,Tabitha433,Fritsch593,,,S,other,nonhispanic,F,Long Beach  California  US,1035 Hand Approach Apt 69,Stockton,California,San Joaquin County,6077,95207,37.99352611798794,-121.29876133938251,16636.63,478992.03,11076
6eea66ac-7475-8cb2-6271-ebd31dba00dd,1984-07-06,,999-32-7053,S99934854,X47961744X,Mrs.,Porsha375,Sharonda198,Schaden604,,Hamill307,M,native,nonhispanic,F,San Jose  California  US,1097 Wilkinson Extension Unit 29,Santa Clara,California,Santa Clara County,6085,95126,37.36344732324117,-121.96816975594167,323342.90,1046469.20,158634
de4b094e-0f57-3761-9785-909cbcdba34f,1970-01-14,,999-45-7634,S99941365,X42711973X,Mrs.,Clelia416,Kera17,Gorczany269,,Bartell116,M,white,hispanic,F,San Pablo  California  US,841 Bartoletti Rapid,Chino Hills,California,San Bernardino County,6071,91709,33.936291712691684,-117.69315698843124,73888.86,964394.30,122214
5f0913a6-304a-f4f6-d8af-80e1caf120b2,1968-09-07,2020-06-08,999-23-3904,S99994761,X89187688X,Mrs.,Blanca837,Ana972,Molina998,,Arriaga291,M,white,hispanic,F,San Salvador  El Salvador  SV,832 Brown Dale,Oak View,California,Ventura County,6111,93022,34.3616719394632,-119.30074946762448,814458.08,845882.10,39325
855d9f8a-369a-7eb0-86be-c864d3492d21,1970-02-25,,999-30-6223,S99921555,X7663331X,Mr.,Omar359,,Armstrong51,,,M,white,hispanic,M,Los Angeles  California  US,571 Morar Skyway Unit 19,Union City,California,Alameda County,6001,94544,37.60958193686586,-122.07373992196062,10024.36,217526.06,1119
60b3afec-5e25-8807-0516-256917f43157,2013-09-14,,999-44-8810,,,,Naomi520,Larue605,Klocko335,,,,white,nonhispanic,F,Magalia  California  US,1022 Shields Terrace,Cypress,California,Orange County,6059,90720,33.814273000947225,-117.9686278096573,36905.68,10238.17,144508
93020731-d3e1-655e-579f-af903e1cdf3a,1986-11-26,,999-13-4071,S99924116,X62527056X,Mrs.,Annabel185,Sidney996,Stroman228,,Wisozk929,W,white,nonhispanic,F,Los Angeles  California  US,165 Raynor Key Apt 70,San Diego,California,San Diego County,6073,91911,32.69189379436399,-117.0594754657913,200837.10,1458167.08,565956
5b58c996-dbab-8cb5-9af5-458ad8dc329d,2020-06-17,,999-67-3644,,,,Treasa448,Stefania815,Goyette777,,,,white,nonhispanic,F,Los Angeles  California  US,710 Herzog Crossing,Fresno,California,Fresno County,6019,93721,36.77036251023849,-119.72920430102107,15914.31,570.88,101792
466fcf49-996a-2d41-91de-5176b944d163,1968-09-07,,999-96-2393,S99986278,X41844600X,Ms.,Susana117,Dorotea472,Alvarez441,,,S,white,hispanic,F,Havana  Havana  CU,691 Herzog Stravenue Apt 0,Oak View,California,Ventura County,6111,93022,34.36681368289493,-119.32914919138379,630402.92,720953.98,39325
7f33adcf-67a4-4232-f69b-2679abe4c31f,1974-02-16,,999-69-2121,S99927984,X39595249X,Mrs.,Terrie907,Patsy569,Renner328,,Erdman779,M,white,nonhispanic,F,Moreno Valley  California  US,397 Considine Way Suite 62,Bay Point,California,Contra Costa County,6013,94565,37.98999122916934,-121.88472052658965,648214.52,690250.87,80810
8fa1dab5-7f25-6b4e-9b65-362f1b5ccbcb,1971-12-16,2025-04-02,999-15-3684,S99945183,X61912559X,Ms.,Mee229,Crysta430,Braun514,,,S,black,nonhispanic,F,Los Angeles  California  US,599 Fritsch Throughway Unit 15,Norwalk,California,Los Angeles County,6037,90703,33.97851501409627,-118.01421535185816,17362.34,1746777.98,20279
5bfcc30d-82a8-1d14-ed30-80514936b9e1,2001-10-25,,999-49-7261,S99961198,X79232968X,Mr.,Donny470,Leigh689,Schmitt836,,,,white,nonhispanic,M,Los Angeles  California  US,564 Batz Spur Suite 39,Yorba Linda,California,Orange County,6059,92807,33.85424247127827,-117.76276814318824,139416.60,818085.74,62886
177dcc87-bb4e-8042-dc0a-c9ad89dd9346,1945-11-02,2016-11-19,999-97-8214,S99989151,X23544769X,Ms.,Maryann106,,Koepp521,,,S,black,nonhispanic,F,Florin  California  US,568 White Branch,Bakersfield,California,Kern County,6029,93308,35.41702133837973,-118.98273461313842,494088.86,1689402.54,153868
9853ceaf-2b3d-a3b1-3a98-c995e66207d3,1955-09-15,,999-79-7362,S99997559,X79781725X,Mr.,Collin529,Landon622,Olson653,,,M,asian,nonhispanic,M,Los Angeles  California  US,162 Durgan Branch Unit 99,Santa Ana,California,Orange County,6059,92704,33.66144831021817,-117.8661670335191,40240.95,1126827.67,12788
4b5f023b-3e3f-753c-90f1-d85a7e626bcb,2006-04-30,,999-20-5678,S99983067,,Ms.,Whitney250,Anh979,Lang846,,,,white,nonhispanic,F,East Los Angeles  California  US,484 Ziemann Burg Apt 95,Exeter,California,Tulare County,6107,93221,36.265953470573166,-119.16469398617686,78983.86,184584.26,147251
5d869e51-8884-7964-40d6-9e283d51d718,1994-02-16,,999-45-3645,S99963198,X40785812X,Mrs.,Virginia437,Carmen818,Cortés936,,Solorzano931,M,white,hispanic,F,Caguas  Puerto Rico  PR,762 Upton Trace,Modesto,California,Stanislaus County,6099,95319,37.68205929704538,-120.9575295227119,191910.76,1081597.53,27325
cd93e054-e034-ddcf-2778-bb4cfc7cbd29,1971-12-16,,999-76-4643,S99927829,X69570663X,Ms.,Edith654,Lasonya941,Terry864,,,S,black,nonhispanic,F,Arden-Arcade  California  US,412 Kunde Ville Apt 19,Norwalk,California,Los Angeles County,6037,90670,33.896412859663265,-118.04440783036506,15080.57,1234741.84,20279
342c34b2-5bf3-4a6a-8ab9-3d8a97ecea40,1977-02-22,,999-18-4701,S99948344,X88184830X,Mr.,Gilberto712,Joel444,Keebler762,,,S,white,hispanic,M,Cambria  California  US,719 Crist Alley,San Diego,California,San Diego County,6073,92107,32.67256111019962,-116.96821158966334,15476.94,241658.03,10436
a6cc6106-7a4a-5bf3-8a3a-1286d485926d,1984-12-18,,999-40-1367,S99988083,X66154268X,Mrs.,Jacquelyne425,Lasandra232,Ondricka197,,Wilderman619,M,white,hispanic,F,Fullerton  California  US,426 Mohr Vista Apt 53,Oxnard,California,Ventura County,6111,93035,34.15571755112373,-119.13515018477761,229452.99,544421.75,83677
bd87b010-59b2-a39f-8a22-1547844f48b2,2008-01-28,,999-83-5800,S99935951,,Ms.,Eric487,Tiny880,Shields502,,,,black,nonhispanic,F,Brentwood  California  US,888 Littel Track Apt 86,Beaumont,California,Riverside County,6065,92583,34.01279277311591,-117.04515962313111,80353.75,0.00,50722
fcb0ebc5-1716-86ec-69b2-0f6ff44ef570,1981-09-18,,999-77-3154,S99969727,X49333474X,Mr.,Miguel Ángel46,Gustavo235,Flórez858,,,M,white,hispanic,M,Port-au-Prince  Haiti  HT,624 Becker Ferry Unit 97,Fresno,California,Fresno County,6019,93704,36.61835523828166,-119.72226397418528,56056.74,110016.00,24516
91fef5ea-b40b-5a52-ad8f-75c45fc23ef9,1973-03-29,,999-29-5382,S99980993,X82063541X,Mrs.,Luba688,,Gibson10,,Tillman293,W,white,nonhispanic,F,Alondra Park  California  US,323 Moore Green,Soda Bay,California,Lake County,,00000,38.95445176841131,-122.76418309965277,1126664.24,207267.29,45875
a5233a28-cdbf-4bdc-c077-4649404cf0be,1997-03-11,,999-23-8170,S99984095,X54923182X,Mr.,Rolf983,Xavier983,Schuppe920,,,M,asian,hispanic,M,Anaheim  California  US,379 McLaughlin Parade,Joshua Tree,California,San Bernardino County,6071,92252,34.19171244140974,-116.33181320395225,6526.52,151121.73,13581
9d37a82b-d25b-9bab-f699-c9765643e282,2018-01-26,,999-48-9356,,,,Jorge203,Sancho742,Nava670,,,,white,hispanic,M,Havana  Havana  CU,808 Kunze Key,Hanford,California,Kings County,6031,93230,36.20568904019385,-119.62280763559033,37513.64,14027.07,92306
d34cef16-7974-1e3d-999b-3449d046b96b,1954-07-05,,999-36-4110,S99996894,X7040268X,Ms.,Luz785,,Aragón562,,,S,white,hispanic,F,Puebla  Puebla  MX,128 Spencer Burg Unit 2,Mission Viejo,California,Orange County,6059,92688,33.47960190123364,-117.637646927666,358967.49,2177322.83,194633
a780b570-651b-6dcb-6401-9d75ccec820b,1974-10-19,,999-64-4669,S99993468,X34814981X,Mr.,Burl285,Willian804,Wunsch504,,,M,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,776 Mitchell Quay Apt 69,Riverside,California,Riverside County,6065,92879,33.912929365266905,-117.48554597266677,9502.33,162356.24,17103
79a2e22e-3f21-baaf-e3ae-1d4f901b57ff,1981-01-26,,999-52-4171,S99932057,X17141639X,Mr.,Jame231,,Bayer639,,,M,black,nonhispanic,M,Menifee  California  US,242 Hoeger Neck Unit 30,Sacramento,California,Sacramento County,6067,95826,38.497756571622375,-121.45593506006992,170149.27,247547.99,42237
2de7a6f1-5543-25b7-5114-62781f3f9d58,1945-11-02,,999-20-5709,S99922355,X61425280X,Mrs.,Ghislaine112,Laverne101,Harvey63,,Anderson154,M,black,nonhispanic,F,Santa Clara  California  US,815 Roob Ville Suite 37,Bakersfield,California,Kern County,6029,93305,35.15628289873873,-119.06978141447478,422786.08,1277795.49,153868
536aa8b1-3b77-cc0c-c657-d0f591500c3c,2018-09-04,,999-12-2195,,,,Angie214,Jerri638,Lehner980,,,,black,nonhispanic,F,Pasadena  California  US,157 Koelpin Viaduct,Chino,California,San Bernardino County,6065,92880,33.954524638570625,-117.58751322115027,22252.92,14803.73,60461
03c04937-b652-d594-55e8-82444e45f6fd,2015-11-28,,999-60-7301,,,,Leonardo412,Bruce167,O'Reilly797,,,,asian,nonhispanic,M,Vallejo  California  US,120 Bartoletti Mission,Los Angeles,California,Los Angeles County,6037,90024,33.7778228606155,-118.36075494637848,2408.65,43067.79,10756
80d44dce-eeb2-953a-1e6c-190ad5e8ccb5,1961-02-06,,999-83-7123,S99962856,X24550301X,Mr.,Felton646,Melvin857,King743,,,M,white,nonhispanic,M,Escondido  California  US,240 Rosenbaum Street Suite 75,Indio,California,Riverside County,6065,92236,33.69343156516438,-116.17795311283459,24387.03,968863.04,12538
030b6129-1d94-8f7f-4350-6020af7db53d,1974-11-09,,999-86-6971,S99917687,X48856080X,Mr.,Dewayne363,Shirley182,Ryan260,,,M,asian,nonhispanic,M,Victorville  California  US,286 Lueilwitz Parade Unit 39,Placentia,California,Orange County,6059,92886,33.80044072936811,-117.79117395032738,157938.04,0.00,88432
c097414b-8083-72d5-f646-2943aa9b0e53,1999-05-13,,999-76-9664,S99956882,X57343505X,Ms.,Magdalena964,Guillermina633,Osorio731,,,,asian,hispanic,F,Kingston  Kingston  JM,381 Kreiger Spur,Los Angeles,California,Los Angeles County,6037,91602,34.31432829729704,-118.59237501974324,8280.46,487430.46,11455
27cb8551-9b5c-4925-449b-53ed8f6e86de,1941-09-05,,999-25-5980,S99945546,X60553351X,Mrs.,Deloise241,Shaquita282,Roob72,,Connelly992,M,asian,hispanic,F,Phelan  California  US,839 Gorczany Mission Apt 81,Sacramento,California,Sacramento County,6067,95673,38.697418561248206,-121.38731494794122,667877.18,1149130.28,64943
2d742fc3-793a-fc02-f8b8-1041e175afa0,1999-08-08,,999-40-3755,S99925535,X69620804X,Ms.,Earnestine14,Shaquita282,Macejkovic424,,,,white,nonhispanic,F,Indio  California  US,946 McCullough Orchard,Santa Ana,California,Orange County,6059,92866,33.74102168010749,-117.86853001837169,46816.72,59630.32,29014
59625f11-7a6d-f694-a9b8-e8e4ae1a12d9,1983-02-28,,999-90-5257,S99910014,X19648275X,Mr.,Jed345,,Schimmel440,,,M,white,nonhispanic,M,Baldwin Park  California  US,181 Yundt Center Suite 90,Los Angeles,California,Los Angeles County,6037,91326,34.26398783485546,-118.50662873616636,77896.61,12644.77,167187
2efde12c-d7b0-a253-eefc-0bec2429c98e,2001-11-14,,999-19-2320,S99945931,X89824093X,Ms.,Rosette746,Bobbi508,Lockman863,,,,other,hispanic,F,Livermore  California  US,839 Gorczany Landing Unit 79,Stockton,California,San Joaquin County,6077,95212,37.89979051141077,-121.4084747672246,128696.25,43060.43,119357
29769da5-8c3d-8bed-fc50-432c6b8d80f0,1971-02-02,,999-38-9347,S99930585,X13217538X,Mr.,Long300,Kristofer887,Ortiz186,,,D,white,nonhispanic,M,Smith River  California  US,345 Tillman Frontage road,Poway,California,San Diego County,6073,92128,32.87064222640516,-117.08288835725519,176704.62,58661.24,64650
86eae2e0-96fe-7383-befe-6823fd264b52,1959-06-25,,999-31-7972,S99996026,X18360132X,Mr.,Raúl937,Gabriel934,Pelayo88,,,M,white,hispanic,M,Wesley  Saint Andrew Parish  DM,596 Hartmann Throughway Apt 0,Susanville,California,Lassen County,6035,96117,40.55985306666682,-120.22693341922181,218472.73,87801.63,92179
dbcf0014-b625-e61e-05d8-edb0626d29e1,2001-02-13,,999-97-8597,S99945498,X27072068X,Ms.,Merle11,Reena181,Hauck852,,,,white,nonhispanic,F,Oakland  California  US,115 McGlynn Neck,Escondido,California,San Diego County,6073,92027,33.15065503831859,-116.98758985407137,18172.20,298892.33,27761
83759a84-20fc-b9af-ae00-7be27adddb42,1982-09-26,,999-31-2690,S99935232,X24095860X,Mr.,Gilberto712,Arturo47,Elizondo706,,,M,white,hispanic,M,Gaudalajara  Jalisco  MX,998 Reynolds Boulevard Apt 37,San Diego,California,San Diego County,6073,92104,33.017334380652606,-116.88099729560777,13898.06,986642.22,131600
90b49012-4886-ecf1-7c36-ee7c601deeed,1953-07-03,,999-84-3813,S99965842,X5182435X,Mr.,Wilfredo622,,Grady603,,,M,white,hispanic,M,Fontana  California  US,715 Kub Stravenue Unit 30,Folsom,California,Sacramento County,6067,95742,38.6659303689145,-121.16840559824085,76097.49,514491.82,570829
5f6509f5-74a1-1023-98e3-d7654ab66bfe,1950-01-08,,999-92-3584,S99947883,X17581723X,Ms.,Reba58,,Rowe323,,,S,white,hispanic,F,Oceanside  California  US,1048 Howell Approach,San Diego,California,San Diego County,6073,92106,32.90683764331682,-117.05762900040655,88799.84,1928658.14,603936
3aa84287-8f99-2728-37ab-e11d89062d8c,1993-12-07,,999-56-1704,S99988394,X88912497X,Mr.,Maxwell782,Burton124,Jacobs452,,,M,asian,nonhispanic,M,San Diego  California  US,372 Tremblay Wall,Pleasanton,California,Alameda County,6001,94568,37.531348352863255,-121.85671471551926,100841.66,817431.37,101942
68b77ffb-cbce-76e7-8403-be6682e37920,2008-01-28,,999-89-7764,S99916412,,Ms.,Lindsy319,,Aufderhar910,,,,white,nonhispanic,F,Sunnyvale  California  US,178 Walter Tunnel Apt 62,Cloverdale,California,Sonoma County,6097,95425,38.80701568924866,-123.10657884659445,3072.45,73473.33,39688
b2b9e412-7043-aeec-12ce-aaf111167890,1961-06-16,,999-19-9392,S99948685,X80283299X,Mrs.,Shannan727,Brigida296,Heathcote539,,Lebsack687,M,white,nonhispanic,F,San Diego  California  US,244 Champlin Rue Apt 86,San Jose,California,Santa Clara County,6085,95032,37.34360722167221,-121.95520764630426,298686.30,484654.65,27980
f7868079-f896-9246-5217-5d5c7d3d371d,2003-05-26,,999-50-5910,S99915481,X26213581X,Mr.,Alden634,Morgan564,Becker968,,,,white,nonhispanic,M,Los Angeles  California  US,227 Altenwerth Ville Apt 97,El Paso de Robles (Paso Robles),California,San Luis Obispo County,6079,93446,35.68426204766238,-120.77696821995454,96265.32,921423.93,56892
9230c853-621d-a58d-d0c8-d48cff0d9436,1999-06-03,,999-38-5291,S99918966,X84992608X,Ms.,Inga743,Marinda592,Buckridge80,,,,white,nonhispanic,F,Chula Vista  California  US,201 Kiehn Haven,Los Angeles,California,Los Angeles County,6037,90039,33.7599627540018,-118.34195273316456,6988.75,322408.18,15828
a33f421c-00b5-c1f2-18da-5079507afbec,2015-07-20,,999-11-5587,,,,Candie120,Penney623,Emmerich580,,,,white,nonhispanic,F,San Jose  California  US,275 Conn Manor,Carson,California,Los Angeles County,6037,90746,33.81647974226641,-118.26023952374274,51810.91,19258.77,121876
10cb9ecf-50b8-0bbe-9ea0-dbbe0b67f787,2013-02-08,,999-38-8701,,,,Jeromy156,Hipolito984,Kerluke267,,,,white,nonhispanic,M,Lemon Grove  California  US,408 Tromp Station,Valle Vista,California,Riverside County,,00000,33.756607676590484,-116.86496811918306,4300.00,44134.07,22124
